entropy_level,conflict_level,run_idx,seed_run,jacobian_norm,output_entropy,m_vide
<<<<<<< HEAD
0.1,0.0,0,42000,0.13329270482063293,2.7227885829527003,0.0
0.1,0.0,1,42001,0.14565671980381012,2.7347125413550284,0.0
0.1,0.2,0,42000,0.13329270482063293,2.7227885829527003,0.2
0.1,0.2,1,42001,0.14565671980381012,2.7347125413550284,0.2
0.1,0.5,0,42000,0.13329270482063293,2.7227885829527003,0.5
0.1,0.5,1,42001,0.14565671980381012,2.7347125413550284,0.5
0.1,0.8,0,42000,0.13329270482063293,2.7227885829527003,0.8
0.1,0.8,1,42001,0.14565671980381012,2.7347125413550284,0.8
0.2,0.0,0,42000,0.11047496646642685,2.759354856461831,0.0
0.2,0.0,1,42001,0.11591377854347229,2.763177780247841,0.0
0.2,0.2,0,42000,0.11047496646642685,2.759354856461831,0.2
0.2,0.2,1,42001,0.11591377854347229,2.763177780247841,0.2
0.2,0.5,0,42000,0.11047496646642685,2.759354856461831,0.5
0.2,0.5,1,42001,0.11591377854347229,2.763177780247841,0.5
0.2,0.8,0,42000,0.11047496646642685,2.759354856461831,0.8
0.2,0.8,1,42001,0.11591377854347229,2.763177780247841,0.8
0.5,0.0,0,42000,0.09979380667209625,2.770401776438099,0.0
0.5,0.0,1,42001,0.10183831304311752,2.771091140061013,0.0
0.5,0.2,0,42000,0.09979380667209625,2.770401776438099,0.2
0.5,0.2,1,42001,0.10183831304311752,2.771091140061013,0.2
0.5,0.5,0,42000,0.09979380667209625,2.770401776438099,0.5
0.5,0.5,1,42001,0.10183831304311752,2.771091140061013,0.5
0.5,0.8,0,42000,0.09979380667209625,2.770401776438099,0.8
0.5,0.8,1,42001,0.10183831304311752,2.771091140061013,0.8
1.0,0.0,0,42000,0.09747147560119629,2.772036433048543,0.0
1.0,0.0,1,42001,0.09850773215293884,2.7722151620729303,0.0
1.0,0.2,0,42000,0.09747147560119629,2.772036433048543,0.2
1.0,0.2,1,42001,0.09850773215293884,2.7722151620729303,0.2
1.0,0.5,0,42000,0.09747147560119629,2.772036433048543,0.5
1.0,0.5,1,42001,0.09850773215293884,2.7722151620729303,0.5
1.0,0.8,0,42000,0.09747147560119629,2.772036433048543,0.8
1.0,0.8,1,42001,0.09850773215293884,2.7722151620729303,0.8
2.0,0.0,0,42000,0.09680287539958954,2.772450025447353,0.0
2.0,0.0,1,42001,0.09730497002601624,2.7724954460896183,0.0
2.0,0.2,0,42000,0.09680287539958954,2.772450025447353,0.2
2.0,0.2,1,42001,0.09730497002601624,2.7724954460896183,0.2
2.0,0.5,0,42000,0.09680287539958954,2.772450025447353,0.5
2.0,0.5,1,42001,0.09730497002601624,2.7724954460896183,0.5
2.0,0.8,0,42000,0.09680287539958954,2.772450025447353,0.8
2.0,0.8,1,42001,0.09730497002601624,2.7724954460896183,0.8
>>>>>>> 7f49470 (src,results,tests: 20 fichier(s) — 2026-05-31 05:22)
