canal,entropy_level,run_idx,seed_run,jacobian_norm,output_entropy,duration_ms
text,0.05,0,42000,0.24426302313804626,10.061450958251953,0.0
text,0.05,1,42001,0.21838940680027008,10.044816970825195,0.0
text,0.1,0,42000,0.24426302313804626,10.061450958251953,0.0
text,0.1,1,42001,0.21838940680027008,10.044816970825195,0.0
text,0.2,0,42000,0.22740843892097473,10.633392333984375,0.0
text,0.2,1,42001,0.2151111364364624,10.635653495788574,0.0
text,0.5,0,42000,0.21733319759368896,10.79404354095459,0.0
text,0.5,1,42001,0.21284916996955872,10.794756889343262,0.0
text,1.0,0,42000,0.21407198905944824,10.817159652709961,0.0
text,1.0,1,42001,0.21191935241222382,10.817361831665039,0.0
text,2.0,0,42000,0.21247825026512146,10.82296371459961,0.0
text,2.0,1,42001,0.2114250808954239,10.823020935058594,0.0
latent,0.05,0,42000,2.5667028427124023,3.6218862533569336,0.0
latent,0.05,1,42001,2.5314903259277344,3.66562557220459,0.0
latent,0.1,0,42000,2.5667028427124023,3.6218862533569336,0.0
latent,0.1,1,42001,2.5314903259277344,3.66562557220459,0.0
latent,0.2,0,42000,2.262556314468384,3.613393783569336,0.0
latent,0.2,1,42001,2.229884624481201,3.662463426589966,0.0
latent,0.5,0,42000,2.0465683937072754,3.6097888946533203,0.0
latent,0.5,1,42001,2.02872633934021,3.658611297607422,0.0
latent,1.0,0,42000,2.0042638778686523,3.6090071201324463,0.0
latent,1.0,1,42001,1.9921389818191528,3.6576266288757324,0.0
latent,2.0,0,42000,1.9912174940109253,3.6087019443511963,0.0
latent,2.0,1,42001,1.9851031303405762,3.6571998596191406,0.0
claim,0.05,0,42000,0.13329270482063293,2.7227885829527003,0.0
claim,0.05,1,42001,0.14565671980381012,2.7347125413550284,0.0
claim,0.1,0,42000,0.13329270482063293,2.7227885829527003,0.0
claim,0.1,1,42001,0.14565671980381012,2.7347125413550284,0.0
claim,0.2,0,42000,0.11047496646642685,2.759354856461831,0.0
claim,0.2,1,42001,0.11591377854347229,2.763177780247841,0.0
claim,0.5,0,42000,0.09979380667209625,2.770401776438099,0.0
claim,0.5,1,42001,0.10183831304311752,2.771091140061013,0.0
claim,1.0,0,42000,0.09747147560119629,2.772036433048543,0.0
claim,1.0,1,42001,0.09850773215293884,2.7722151620729303,0.0
claim,2.0,0,42000,0.09680287539958954,2.772450025447353,0.0
claim,2.0,1,42001,0.09730497002601624,2.7724954460896183,0.0
>>>>>>> 7f49470 (src,results,tests: 20 fichier(s) — 2026-05-31 05:22)
