canal,entropy_level,run_idx,seed_run,jacobian_norm,output_entropy,duration_ms
text,2.0,18,42018,0.0009044403559528291,10.822832107543945,19.734
text,2.0,19,42019,0.0009051074157468975,10.822821617126465,19.963
text,2.0,20,42020,0.0009070077212527394,10.822858810424805,19.835
text,2.0,21,42021,0.0009053369867615402,10.822843551635742,19.743
text,2.0,22,42022,0.0009030724759213626,10.822821617126465,19.675
text,2.0,23,42023,0.0009063872857950628,10.822836875915527,19.44
text,2.0,24,42024,0.0009043768513947725,10.822824478149414,19.703
text,2.0,25,42025,0.0009007848566398025,10.822832107543945,19.458
text,2.0,26,42026,0.0009032707894220948,10.822818756103516,19.749
text,2.0,27,42027,0.0009130653343163431,10.822829246520996,21.449
text,2.0,28,42028,0.0009051976376213133,10.822830200195312,20.021
text,2.0,29,42029,0.0008991957292892039,10.82285213470459,19.781
text,2.0,30,42030,0.0009086116915568709,10.822844505310059,19.713
text,2.0,31,42031,0.0009053022949956357,10.82284927368164,19.821
text,2.0,32,42032,0.0009063221514225006,10.822837829589844,19.716
text,2.0,33,42033,0.0009050064836628735,10.822816848754883,20.204
text,2.0,34,42034,0.0009060627780854702,10.822831153869629,19.944
text,2.0,35,42035,0.0009071980603039265,10.82282543182373,20.456
text,2.0,36,42036,0.0009082017932087183,10.822859764099121,20.271
text,2.0,37,42037,0.0009066906641237438,10.822834968566895,19.863
text,2.0,38,42038,0.000904459273442626,10.822853088378906,19.998
text,2.0,39,42039,0.0009053166722878814,10.822850227355957,19.901
text,2.0,40,42040,0.0008981622522696853,10.822854995727539,19.896
text,2.0,41,42041,0.0009049239451996982,10.822853088378906,19.82
text,2.0,42,42042,0.0009034183458425105,10.822853088378906,19.591
text,2.0,43,42043,0.0009047538624145091,10.822820663452148,20.49
text,2.0,44,42044,0.0009035560651682317,10.822837829589844,19.854
text,2.0,45,42045,0.0009027349296957254,10.822843551635742,19.798
text,2.0,46,42046,0.0009030584478750825,10.822837829589844,20.295
text,2.0,47,42047,0.0009025035542435944,10.822839736938477,20.946
text,2.0,48,42048,0.0009023011079989374,10.822832107543945,21.168
text,2.0,49,42049,0.0009047653875313699,10.822851181030273,21.694
latent,0.05,0,42000,2.6787264347076416,3.6960747241973877,9.685
latent,0.05,1,42001,2.575115203857422,3.6423609256744385,7.571
latent,0.05,2,42002,2.5612332820892334,3.7405576705932617,7.651
latent,0.05,3,42003,2.594208240509033,3.7207589149475098,7.473
latent,0.05,4,42004,2.5678131580352783,3.6175057888031006,7.346
latent,0.05,5,42005,2.7462477684020996,3.6209092140197754,7.225
latent,0.05,6,42006,2.7744863033294678,3.68766713142395,7.481
latent,0.05,7,42007,2.6170456409454346,3.651670455932617,7.453
latent,0.05,8,42008,2.661492347717285,3.6643853187561035,7.397
latent,0.05,9,42009,2.7119853496551514,3.627855062484741,7.309
latent,0.05,10,42010,2.589453935623169,3.6908938884735107,7.711
latent,0.05,11,42011,2.7123255729675293,3.7050352096557617,7.526
latent,0.05,12,42012,2.669891834259033,3.6805901527404785,7.331
latent,0.05,13,42013,2.7712559700012207,3.6623880863189697,7.308
latent,0.05,14,42014,2.678661584854126,3.6338088512420654,7.314
latent,0.05,15,42015,2.7090766429901123,3.6216344833374023,7.678
latent,0.05,16,42016,2.5666918754577637,3.6814582347869873,7.152
latent,0.05,17,42017,2.681208848953247,3.647768974304199,7.484
latent,0.05,18,42018,2.7416250705718994,3.6952733993530273,7.285
latent,0.05,19,42019,2.7235851287841797,3.7042078971862793,7.26
latent,0.05,20,42020,2.6286449432373047,3.581392765045166,7.295
latent,0.05,21,42021,2.7224552631378174,3.665750026702881,7.372
latent,0.05,22,42022,2.626692771911621,3.671743154525757,7.325
latent,0.05,23,42023,2.715777635574341,3.6966278553009033,7.394
latent,0.05,24,42024,2.6498641967773438,3.648972988128662,7.21
latent,0.05,25,42025,2.809288740158081,3.6283655166625977,7.286
latent,0.05,26,42026,2.701256513595581,3.654777765274048,7.242
latent,0.05,27,42027,2.7515032291412354,3.6646454334259033,7.302
latent,0.05,28,42028,2.676128625869751,3.6390557289123535,7.322
latent,0.05,29,42029,2.6137492656707764,3.6814489364624023,7.477
latent,0.05,30,42030,2.6630804538726807,3.684971570968628,7.364
latent,0.05,31,42031,2.661865711212158,3.676931858062744,7.089
latent,0.05,32,42032,2.817260980606079,3.691772937774658,7.255
latent,0.05,33,42033,2.68306565284729,3.6428277492523193,7.142
latent,0.05,34,42034,2.779998540878296,3.6517269611358643,7.431
latent,0.05,35,42035,2.6833481788635254,3.663724899291992,7.35
latent,0.05,36,42036,2.6854372024536133,3.7269253730773926,7.532
latent,0.05,37,42037,2.6591622829437256,3.6597893238067627,7.516
latent,0.05,38,42038,2.7155022621154785,3.7289514541625977,7.226
latent,0.05,39,42039,2.704998254776001,3.6718897819519043,7.427
latent,0.05,40,42040,2.717893600463867,3.6536245346069336,7.333
latent,0.05,41,42041,2.7155191898345947,3.6852917671203613,7.905
latent,0.05,42,42042,2.621250629425049,3.6427223682403564,7.394
latent,0.05,43,42043,2.6340749263763428,3.6620447635650635,7.466
latent,0.05,44,42044,2.6226422786712646,3.7000467777252197,7.257
latent,0.05,45,42045,2.7265162467956543,3.698207139968872,7.401
latent,0.05,46,42046,2.7242190837860107,3.6330599784851074,7.179
latent,0.05,47,42047,2.7270846366882324,3.676921844482422,7.296
latent,0.05,48,42048,2.657614231109619,3.719905376434326,7.521
latent,0.05,49,42049,2.7645299434661865,3.6924235820770264,7.531
latent,0.1,0,42000,2.677098035812378,3.69407057762146,7.475
latent,0.1,1,42001,2.5775935649871826,3.641857385635376,7.24
latent,0.1,2,42002,2.6034038066864014,3.739866256713867,7.256
latent,0.1,3,42003,2.585834503173828,3.7217252254486084,7.723
latent,0.1,4,42004,2.5929856300354004,3.6156628131866455,7.154
latent,0.1,5,42005,2.7530548572540283,3.6240339279174805,7.407
latent,0.1,6,42006,2.759476661682129,3.684047222137451,7.479
latent,0.1,7,42007,2.6318743228912354,3.653895854949951,7.212
latent,0.1,8,42008,2.6442782878875732,3.666219711303711,7.311
latent,0.1,9,42009,2.6763854026794434,3.6290547847747803,6.905
latent,0.1,10,42010,2.649662494659424,3.6907317638397217,6.943
latent,0.1,11,42011,2.6814801692962646,3.7058207988739014,6.875
latent,0.1,12,42012,2.644024610519409,3.679335117340088,7.064
latent,0.1,13,42013,2.7610061168670654,3.6598961353302,6.945
latent,0.1,14,42014,2.6988799571990967,3.633439779281616,6.88
latent,0.1,15,42015,2.6353507041931152,3.6210720539093018,6.784
latent,0.1,16,42016,2.5778493881225586,3.6806159019470215,6.909
latent,0.1,17,42017,2.6448209285736084,3.644505262374878,7.073
latent,0.1,18,42018,2.713773012161255,3.6964049339294434,6.846
latent,0.1,19,42019,2.7330198287963867,3.7009503841400146,7.165
latent,0.1,20,42020,2.597567319869995,3.5829806327819824,6.999
latent,0.1,21,42021,2.755120038986206,3.6635499000549316,6.863
latent,0.1,22,42022,2.64178466796875,3.672463893890381,7.008
latent,0.1,23,42023,2.7208075523376465,3.7013614177703857,9.15
latent,0.1,24,42024,2.6534314155578613,3.6494107246398926,7.026
latent,0.1,25,42025,2.871119976043701,3.6298069953918457,6.82
latent,0.1,26,42026,2.6845316886901855,3.656532049179077,7.03
latent,0.1,27,42027,2.7338058948516846,3.664510488510132,7.264
latent,0.1,28,42028,2.634674310684204,3.6388537883758545,6.934
latent,0.1,29,42029,2.626441717147827,3.6804938316345215,6.836
latent,0.1,30,42030,2.5768282413482666,3.6841793060302734,6.881
latent,0.1,31,42031,2.6765167713165283,3.6784567832946777,7.037
latent,0.1,32,42032,2.8359782695770264,3.691605806350708,6.945
latent,0.1,33,42033,2.6829755306243896,3.6411070823669434,7.128
latent,0.1,34,42034,2.777662992477417,3.647146463394165,7.103
latent,0.1,35,42035,2.716254234313965,3.6625256538391113,6.889
latent,0.1,36,42036,2.688359498977661,3.7259509563446045,6.976
latent,0.1,37,42037,2.6263833045959473,3.6592917442321777,6.95
latent,0.1,38,42038,2.7158939838409424,3.7280359268188477,6.882
latent,0.1,39,42039,2.6901767253875732,3.6697654724121094,6.91
latent,0.1,40,42040,2.694017171859741,3.652984619140625,6.948
latent,0.1,41,42041,2.685218334197998,3.680678606033325,6.932
latent,0.1,42,42042,2.6409952640533447,3.641024112701416,6.991
latent,0.1,43,42043,2.6801328659057617,3.6615233421325684,6.873
latent,0.1,44,42044,2.6297495365142822,3.6990628242492676,7.05
latent,0.1,45,42045,2.7397234439849854,3.698894500732422,6.92
latent,0.1,46,42046,2.637009620666504,3.6325595378875732,6.878
latent,0.1,47,42047,2.742495059967041,3.676969051361084,7.088
latent,0.1,48,42048,2.6130521297454834,3.7243010997772217,6.826
latent,0.1,49,42049,2.756398916244507,3.692417621612549,6.993
latent,0.2,0,42000,2.5925047397613525,3.690718650817871,7.069
latent,0.2,1,42001,2.5848212242126465,3.6427009105682373,6.745
latent,0.2,2,42002,2.615438222885132,3.7390501499176025,6.884
latent,0.2,3,42003,2.541860342025757,3.72483491897583,7.008
latent,0.2,4,42004,2.5955417156219482,3.6112403869628906,6.927
latent,0.2,5,42005,2.741483211517334,3.631523609161377,6.774
latent,0.2,6,42006,2.765260696411133,3.6776533126831055,6.97
latent,0.2,7,42007,2.5523481369018555,3.661069393157959,7.018
latent,0.2,8,42008,2.6050071716308594,3.671417236328125,6.768
latent,0.2,9,42009,2.6246819496154785,3.630608558654785,6.921
latent,0.2,10,42010,2.6528167724609375,3.690093994140625,6.852
latent,0.2,11,42011,2.6418776512145996,3.703493118286133,7.146
latent,0.2,12,42012,2.620126724243164,3.6766836643218994,6.962
latent,0.2,13,42013,2.7167770862579346,3.657198905944824,6.915
latent,0.2,14,42014,2.6506593227386475,3.635823965072632,6.961
latent,0.2,15,42015,2.567089557647705,3.622983932495117,6.875
latent,0.2,16,42016,2.59254789352417,3.6771647930145264,6.927
latent,0.2,17,42017,2.647130012512207,3.63777494430542,6.888
